"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","승려수","신도수","창립연대","유래연혁","지정취소","지정취소일자","지정취소사유","전통사찰명",
"242","전통사찰","03_07_11_P","6470000","5200000-001","1988-10-12","","01","영업/정상","BBBB","","","","","","","","","경상북도 고령군 고령읍 연조리 206","경상북도 고령군 고령읍 주산순환길 147","","관음사","2019-02-07 20:55:43","U","2019-02-09 02:40:00","","314477.710242033","248844.071941495","","","1911","","A","","","관음사",
"243","전통사찰","03_07_11_P","6470000","5200000-002","1988-07-21","","01","영업/정상","BBBB","","","","","","0549541498","","","경상북도 고령군 쌍림면 용리 187","경상북도 고령군 쌍림면 반룡사길 87","","반룡사","2018-09-05 20:47:24","U","2018-09-05 23:59:59","","309968.406005353","248600.685906798","","","802","","A","","","반룡사",
"244","전통사찰","03_07_11_P","6470000","5210000-001","1988-07-21","","01","영업/정상","BBBB","","","","","","","","","경상북도 안동시 안기동 276","경상북도 안동시 제비원로 370-13 (안기동)","","석수암","2019-11-29 18:05:01","U","2019-12-01 02:40:00","","353442.821562216","343929.722264455","","","","","A","","","석수암",
"245","전통사찰","03_07_11_P","6470000","5210000-002","1988-07-21","","01","영업/정상","BBBB","","","","","","0549339800","","","경상북도 성주군 월항면 인촌리 217","경상북도 성주군 월항면 세종대왕자태실로 616-33","","선석사","2019-08-05 10:12:32","U","2019-08-07 02:40:00","","317023.844753413","280255.580695524","","600","692","","A","","","선석사",
"246","전통사찰","03_07_11_P","6470000","5230000-008","1988-07-21","","01","영업/정상","BBBB","","","","","","0546551400","","","경상북도 예천군 용궁면 향석리 산 54","경상북도 예천군 용궁면 회룡대길 168","","장안사","2021-03-15 10:25:01","U","2021-03-17 02:40:00","","317575.796167583","343031.632369821","","","","","A","","","장안사",
"247","전통사찰","03_07_11_P","6470000","5240000-001","1988-07-21","","01","영업/정상","BBBB","","","","","","0546729951","","","경상북도 봉화군 봉성면 금봉리 262 - 1","경상북도 봉화군 봉성면 꿀덩이길 93","","천성사","2022-03-28 17:37:22","U","2022-03-30 02:40:00","","358863.86016481","383435.230892539","0","0","1952","","A","","","천성사",
"248","전통사찰","03_07_11_P","6470000","5240000-002","2017-07-21","","01","영업/정상","BBBB","","","","","","0546721446","","","경상북도 봉화군 명호면 북곡리 247","경상북도 봉화군 명호면 청량산길 199-152","","청량사","2017-07-04 00:00:00","I","2018-08-31 23:59:59","","371221.806055326","367055.767503651","","","","","A","","","청량사",
"249","전통사찰","03_07_11_P","6470000","5240000-003","2017-07-21","","01","영업/정상","BBBB","","","","","","0546727578","","","경상북도 봉화군 물야면 개단리 1","경상북도 봉화군 물야면 월계길 739","","축서사","2017-07-04 00:00:00","I","2018-08-31 23:59:59","","360189.740537872","388159.592083273","","","","","A","","","축서사",
"250","전통사찰","03_07_11_P","6470000","5240000-004","1988-07-21","","01","영업/정상","BBBB","","","","","","0546722207","","","경상북도 봉화군 춘양면 석현리 559","경상북도 봉화군 춘양면 각화산길 251","","각화사","2022-02-28 17:19:17","U","2022-03-02 02:40:00","","369904.418298494","389486.162335899","0","0","","","A","","","각화사",
"251","전통사찰","03_07_11_P","6470000","5240000-005","1988-07-21","","01","영업/정상","BBBB","","","","","","0546723410","","","경상북도 봉화군 소천면 고선리 1","경상북도 봉화군 소천면 홍점길 295-85","","홍제암","2022-11-24 15:13:17","U","2022-11-26 02:40:00","","380075.247747136","390093.604271755","0","0","","","A","","","홍제암",
"252","전통사찰","03_07_11_P","6470000","5240000-006","2004-01-27","","01","영업/정상","BBBB","","","","","","","","","경상북도 봉화군 물야면 북지리 657-3","경상북도 봉화군 물야면 문수로 449-66","","지림사","2017-07-10 00:00:00","I","2018-08-31 23:59:59","","354709.655133693","382534.000504153","","","","","A","","","지림사",
"253","전통사찰","03_07_11_P","6470000","5250000-001","1988-07-21","","01","영업/정상","BBBB","","","","","","","","","경상북도 울진군 서면 하원리 120","경상북도 울진군 서면 불영사길 48","","불영사","2020-05-27 09:13:51","U","2020-05-29 02:40:00","","402382.839268792","384496.345239681","","3000","651","","A","","","불영사",
"254","전통사찰","03_07_11_P","6470000","6470000-002","1988-07-21","","01","영업/정상","BBBB","","","","","","","","","경상북도 안동시 서후면 901","경상북도 안동시 서후면 봉정사길 222","","봉정사","2021-11-25 13:11:43","U","2021-11-27 02:40:00","","348590.683658978","351515.129505858","0","0","","","A","","","봉정사",
"255","전통사찰","03_07_11_P","6470000","5190000-003","1988-08-23","","01","영업/정상","BBBB","","","","","","0543726534","","","경상북도 청도군 각남면 옥산리 1143","경상북도 청도군 각남면 옥산길 248-170","","대산사","2013-12-31 17:02:10","I","2018-08-31 23:59:59","","345842.038923621","234502.108646966","","","","","A","","","대산사",
"256","전통사찰","03_07_11_P","6470000","5190000-004","1988-07-21","","01","영업/정상","BBBB","","","","","","0543723876","","","경상북도 청도군 금천면 박곡리 794","경상북도 청도군 금천면 박곡길 590","","대비사","2017-07-04 00:00:00","I","2018-08-31 23:59:59","","375264.55208053","241326.168666723","","165","589","","A","","","대비사",
"257","전통사찰","03_07_11_P","6470000","5190000-005","1988-07-21","","01","영업/정상","BBBB","","","","","","0543728800","","","경상북도 청도군 운문면 신원리 1789","경상북도 청도군 운문면 운문사길 264","","운문사","2022-12-12 09:23:43","U","2022-12-14 02:40:00","","377420.647872616","241903.169892964","0","5500","","","A","","","운문사",
"258","전통사찰","03_07_11_P","6470000","5190000-006","1988-07-21","","01","영업/정상","BBBB","","","","","","0543731964","","","경상북도 청도군 화양읍 송금리 223","경상북도 청도군 화양읍 송금길 113","","대적사","2017-07-04 00:00:00","I","2018-08-31 23:59:59","","355545.85470564","247575.728880949","","300","876","","A","","","대적사",
"259","전통사찰","03_07_11_P","6470000","5190000-007","1988-07-21","","01","영업/정상","BBBB","","","","","","0543730307","","","경상북도 청도군 청도읍 원리 981","경상북도 청도군 청도읍 원동길 304","","적천사","2021-05-07 09:30:02","U","2021-05-09 02:40:00","","357389.599010022","236195.913549989","","640","668","","A","","","적천사",
"260","전통사찰","03_07_11_P","6470000","5190000-009","1988-07-21","","01","영업/정상","BBBB","","","","","","0543727640","","","경상북도 청도군 화양읍 소라리 1","경상북도 청도군 화양읍 소라길 16-107","","덕사","2018-11-14 13:10:35","U","2018-11-16 02:36:11","","357768.782240688","240771.746538668","","420","","","A","","","덕사",
"261","전통사찰","03_07_11_P","6470000","5190000-010","1988-07-21","","01","영업/정상","BBBB","","","","","","0543726690","","","경상북도 청도군 화양읍 동천리 657","경상북도 청도군 화양읍 화양남산길 355","","신둔사","2019-02-07 20:58:36","U","2019-02-09 02:40:00","","355013.459520848","237420.636732051","","250","1173","","A","","","신둔사",
"262","전통사찰","03_07_11_P","6470000","5190000-011","1988-07-21","","01","영업/정상","BBBB","","","","","","0543721433","","","경상북도 청도군 청도읍 유호리 1-1","경상북도 청도군 청도읍 청매로 117-320","","대운암","2021-03-29 19:44:40","U","2021-03-31 02:40:00","","361470.526616013","233810.467609413","","650","1868","","A","","","대운암",
"263","전통사찰","03_07_11_P","6470000","5190000-012","1992-12-03","","01","영업/정상","BBBB","","","","","","","","","경상북도 청도군 청도읍 고수리 611 - 1","경상북도 청도군 청도읍 앞산공원길 14","","보현사","2017-07-10 00:00:00","I","2018-08-31 23:59:59","","357552.311964542","239291.364769163","","","","","A","","","보현사",
"264","전통사찰","03_07_11_P","6470000","5100000-001","1988-07-21","","01","영업/정상","BBBB","","","","","","0543353318","","","경상북도 영천시 청통면 치일리 479","경상북도 영천시 청통면 청통로 951","","은해사","2022-03-07 09:46:16","U","2022-03-09 02:40:00","","361316.934053074","278312.53852318","0","0","809","","A","","","은해사",
"265","전통사찰","03_07_11_P","6470000","5100000-002","1988-07-21","","01","영업/정상","BBBB","","","","","","","","","경상북도 영천시 신녕면 왕산리 1050","경상북도 영천시 신녕면 칠밭골길 446","","부귀사","2013-12-31 16:35:09","I","2018-08-31 23:59:59","","357484.273162246","281991.380448043","","","신라시대","","A","","","부귀사",
"266","전통사찰","03_07_11_P","6470000","5090000-002","1988-07-21","","01","영업/정상","BBBB","","","","","","0546323767","","","경상북도 영주시 영주동 411 - 2","경상북도 영주시 중앙로63번길 41-10 (영주동)","","영주포교당","2014-04-29 16:12:05","I","2018-08-31 23:59:59","","344577.782050287","370318.794590345","","","1911","","A","","","영주포교당",
"267","전통사찰","03_07_11_P","6470000","5090000-003","1988-07-21","","01","영업/정상","BBBB","","","","","","0546333464","","","경상북도 영주시 부석면 북지리 148","경상북도 영주시 부석면 부석사로 345","","부석사","2017-07-04 00:00:00","I","2018-08-31 23:59:59","","350146.990605266","389910.695105922","","","","","A","","","부석사",
"268","전통사찰","03_07_11_P","6470000","5090000-004","1988-07-21","","01","영업/정상","BBBB","","","","","","0546332582","","","경상북도 영주시 순흥면 덕현리 277","경상북도 영주시 순흥면 죽계로 459-99","","성혈사","2017-07-04 00:00:00","I","2018-08-31 23:59:59","","337387.612510876","384343.013586121","","","","","A","","","성혈사",
"269","전통사찰","03_07_11_P","6470000","5090000-005","1988-07-21","","01","영업/정상","BBBB","","","","","","0546362041","","","경상북도 영주시 풍기읍 수철리 313 - 3","경상북도 영주시 풍기읍 죽령로 1720","","희방사","2022-08-23 13:29:18","U","2022-08-25 02:40:00","","329782.203414176","380807.469914242","0","0","","","A","","","희방사",
"270","전통사찰","03_07_11_P","6470000","5090000-006","1988-07-21","","01","영업/정상","BBBB","","","","","","0546365011","","","경상북도 영주시 풍기읍 삼가리 391","경상북도 영주시 풍기읍 삼가로 661-29","","비로사","2017-07-04 00:00:00","I","2018-08-31 23:59:59","","333458.743766103","382980.749364743","","","","","A","","","비로사",
"271","전통사찰","03_07_11_P","6470000","5090000-008","1988-07-21","","01","영업/정상","BBBB","","","","","","0546375636","","","경상북도 영주시 평은면 용혈리 1104","경상북도 영주시 평은면 문평로 638-250","","진월사","2017-07-04 00:00:00","I","2018-08-31 23:59:59","","347548.015263353","357991.474559433","","","","","A","","","진월사",
"272","전통사찰","03_07_11_P","6470000","5090000-009","2003-02-04","","01","영업/정상","BBBB","","","","","","","","","경상북도 영주시 풍기읍 창락리 280 - 18","경상북도 영주시 풍기읍 죽령로1360번길 289","","유석사","2019-11-29 18:02:42","U","2019-12-01 02:40:00","","331481.768350472","378800.843034551","","","","","A","","","유석사",
"273","전통사찰","03_07_11_P","6470000","5100000-003","1988-07-21","","01","영업/정상","BBBB","","","","","","0543368165","","","경상북도 영천시 자양면 보현리 1683","경상북도 영천시 자양면 사곡길 77-81","","거동사","2018-11-15 10:54:21","U","2018-11-17 02:36:25","","382314.449259639","296314.893964355","","","780","","A","","","거동사",
"274","전통사찰","03_07_11_P","6470000","5100000-004","1988-07-21","","01","영업/정상","BBBB","","","","","","0543320772","","","경상북도 영천시 신녕면 화남리 500","경상북도 영천시 신녕면 권응수길 126","","한광사","2022-10-25 09:43:49","U","2022-10-27 02:40:00","","359085.555105057","288506.438137189","0","0","780","","A","","","한광사",
"275","전통사찰","03_07_11_P","6470000","5100000-005","1988-07-21","","01","영업/정상","BBBB","","","","","","","","","경상북도 영천시 대창면 용호리 14","경상북도 영천시 대창면 영지길 471","","영지사","2021-05-27 14:17:20","U","2021-05-29 02:40:00","","376235.642799314","262220.116063071","","","600","","A","","","영지사",
"276","전통사찰","03_07_11_P","6470000","5100000-006","1988-07-21","","01","영업/정상","BBBB","","","","","","0543370730","","","경상북도 영천시 신녕면 치산리 312","경상북도 영천시 신녕면 치산관광길 404","","수도사","2018-12-12 18:46:04","U","2018-12-14 02:40:00","","354783.593777864","283526.304805903","","350","632~647","수도사는 647년(진덕왕 1) 자장(慈藏, 590∼658)과 원효(元曉, 617∼686) 두 스님이 함께 금당사(金堂寺)라는 이름으로창건했다고 전한다. 그 뒤의 연혁은 잘 알 수 없고, 고려시대에 들어와 1206년(희종 2) 보희(普熙) 국사가 중창하였는데 보희 국사에 대해서는 알려진 바가 없다. 그리고 조선시대에 들어와서의 역사도 문헌이 전하는 바가 별로 없다. 1805년(순조 5)에 징월 정훈(澄月正訓, ?∼?) 스님이 중창하였다. 정훈 스님은 동화사를 중심으로 대구·경북 지역에서 주로 활동했던 고승이었다. 이어서 1899년(광무 3) 산령각을 지었다.
 
그밖에 사찰에 전하는 사적기나 역사서는 아니지만, 조선시대 중기의 학자 정시한(丁時翰, 1625∼1707)이 전국의 명산대찰을 유람하며 지은 산중일기(山中日記)에 수도사가 나오므로 이 기록을 수도사 역사의 하나로 취급할 있다. 산중일기에는 정시한이 1686년(숙종 12) 6월 24일 수도사의 응담(應湛) 스님을 염불암(念佛庵)에서 만났고, 또 8월 20일에 수도사 영자전(影子殿)에 가서 여러 날 묵었다는 기록이 있다. 이 때 수도사에 승통(僧統) 응담(應談)을 비롯하여 당시 나이 83세의 처순(處淳), 그리고 옥륜(玉倫)·옥행(玉行)·탄흡(坦洽) 스님 등이 맞아주었다는 내용도 보인다. .http://www.koreatemple.net/","A","","","수도사",
"277","전통사찰","03_07_11_P","6470000","5100000-007","1988-07-21","","01","영업/정상","BBBB","","","","","","0543373413","","","경상북도 영천시 화북면 자천리 2372","경상북도 영천시 화북면 천문로 2149-368","","봉림사","2024-03-04 09:11:27","U","2024-03-06 02:40:00","","370781.321355077","293386.791895379","0","0","1742","1742년(영조 18)에 등월(澄月)이 창건했으며 이 때 인근 보현산에 있던 법화사(法華寺)를 옮겨왔다. 법화사는 신라 문무왕(재위:661∼681) 때 의상(義湘)이 창건한 사찰이다. 1857년(철종 8) 소월(韶月)이 중창한 바 있다. 현재 대웅전과 산신각·요사채 등의 건물이 있으며, 석가모니불을 주존으로 하는 삼존불상과 후불탱화·신중탱화·지장탱화·칠성탱화 등의 탱화가 남아 있다. 

사찰을 옮겨온 설화가 전한다. 법화사의 한 사미승이 탁발을 나갔다가 병이 들었다. 그는 절에 돌아오지 못하고 민가에서 요양하였다. 사람들은 사미승을 극진히 보살폈는데, 여름이 되자 개고기가 몸을 회복하는 데 좋다며 먹으라고 권하였다. 사미승은 고민 끝에 개고기를 먹고 병이 나아 칠월 칠석이 되자 절에 돌아가게 되었다. 그런데 바로 그 날 번개와 천둥이 치고 소나기가 밤새 내리더니 다음 날에 승려 1명이 사라졌다. 그후 매년 칠월 칠석이면 어김없이 밤마다 천둥과 번개가 치고 다음 날에 승려 1명이 사라지는 것이었다. 급기야 주지가 회의를 열고 칠석날 모든 승려의 몸에 실을 꽂아서 어디로 사라지는지 알아보자고 하였다. 다음 날 역시 한 승려가 사라졌는데, 실을 따라가 보니 산중턱 바위굴 속에 큰 지네가 잠을 자고 있었고, 이 화를 피하고자 절을 옮겼다고 한다. [네이버 지식백과] 봉림사 [鳳林寺] (두산백과, 두산백과)","A","","","봉림사",
"278","전통사찰","03_07_11_P","6470000","5100000-008","1988-07-21","","01","영업/정상","BBBB","","","","","","0543320271","","","경상북도 영천시 신녕면 완전리 769","경상북도 영천시 신녕면 동산길 11","","신녕포교당","2023-07-04 16:32:04","U","2023-07-06 02:40:00","","361247.902292104","283758.15813733","0","0","1914","신녕 포교당은 원래 법륜사로 개창하였다고 하는데, 남아 있는 부도가 1880년(고종 17)에 조성된 것이어서 법륜사의 초창은 19세기 후반임을 알 수 있다. 현재 있는 포교당의 건립은 1924년 박희웅 화상에 의해 세워졌고, 1961년 학산 스님이 발원하여 포교당 내 산령각을 건립하고 산신도를 봉안하였다. 그래서 입구에 신녕 포교당과 법륜사의 푯말이 나란히 적여 있다.
[출처] 한국학중앙연구원 - 향토문화전자대전","A","","","신녕포교당",
"279","전통사찰","03_07_11_P","6470000","5100000-009","1988-07-21","","01","영업/정상","BBBB","","","","","","0543341101","","","경상북도 영천시 금호읍 신월리 204-7","경상북도 영천시 금호읍 금호로 360-29","","신흥사","2017-07-04 00:00:00","I","2018-08-31 23:59:59","","371274.475600329","272452.688214606","","500","","","A","","","신흥사",
"280","전통사찰","03_07_11_P","6470000","5100000-010","1988-07-21","","01","영업/정상","BBBB","","","","","","","","","경상북도 영천시 자양면 용화리 9","경상북도 영천시 자양면 용화길 499","","묘각사","2022-03-17 16:10:01","U","2022-03-19 02:40:00","","380811.197415104","292358.885567714","0","2000","","","A","","","묘각사",
"281","전통사찰","03_07_11_P","6470000","5100000-012","1988-07-21","","01","영업/정상","BBBB","","","","","","0543370450","","","경상북도 영천시 신녕면 치산리 308 - 3","경상북도 영천시 신녕면 치산관광길 404-1","","진불암","2025-01-17 17:33:08","U","2025-01-19 02:40:00","","353898.537696198","281911.172877064","0","100","","","A","","","진불암",
"282","전통사찰","03_07_11_P","6470000","5100000-013","1992-03-11","","01","영업/정상","BBBB","","","","","","","","","경상북도 영천시 교촌동 237","경상북도 영천시 서문길 69 (교촌동)","","영천포교당","2022-02-21 10:34:24","U","2022-02-23 02:40:00","","373704.908068828","275684.247312361","0","0","","","A","","","영천포교당",
"283","전통사찰","03_07_11_P","6470000","5110000-001","1988-10-12","","01","영업/정상","BBBB","","","","","","0545337728","","","경상북도 상주시 지천동 722","경상북도 상주시 지천1길 223-35 (지천동)","","용흥사","2020-07-30 10:30:07","U","2020-08-01 02:40:00","","304700.041345051","317402.762033608","","","839","","A","","","용흥사",
"284","전통사찰","03_07_11_P","6470000","5110000-002","1988-07-21","","01","영업/정상","BBBB","","","","","","","","","경상북도 상주시 지천동 산 5 - 3","경상북도 상주시 지천1길 215-187 (지천동)","","갑장사","2013-12-31 16:48:39","I","2018-08-31 23:59:59","","306465.624850479","316732.423452154","","","","","A","","","갑장사",
"285","전통사찰","03_07_11_P","6470000","5110000-003","1988-07-21","","01","영업/정상","BBBB","","","","","","","","","경상북도 상주시 남장동 502","경상북도 상주시 남장1길 259-22 (남장동)","","남장사","2021-03-03 09:40:07","U","2021-03-05 02:40:00","","299115.345937843","326089.007732391","","","","","A","","","남장사",
"286","전통사찰","03_07_11_P","6470000","5110000-004","1988-10-12","","01","영업/정상","BBBB","","","","","","0545352881","","","경상북도 상주시 서성동 60 - 8","경상북도 상주시 서성4길 19 (서성동)","","상락사","2017-11-17 15:24:08","I","2018-08-31 23:59:59","","303998.920984666","324767.197380644","","","1921","1921 설홍스님이 창건","A","","","상락사",
"287","전통사찰","03_07_11_P","6470000","5110000-005","1988-07-21","","01","영업/정상","BBBB","","","","","","0545320523","","","경상북도 상주시 서곡동 227 - 3","경상북도 상주시 서곡3길 173 (서곡동)","","동해사","2021-02-08 14:12:36","U","2021-02-10 02:40:00","","307086.048013378","323372.380468104","","300","1398","","A","","","동해사",
"288","전통사찰","03_07_11_P","6470000","5110000-006","1988-07-21","","01","영업/정상","BBBB","","","","","","0545339168","","","경상북도 상주시 화북면 중벌리 526","경상북도 상주시 화북면 중벌2길 32","","신흥사","2020-03-26 11:16:14","U","2020-03-28 02:40:00","","274474.426053775","344939.417018567","","","1929","신흥사는 안락행 김교순 보살에 의하여 1925년에 건립되었다. 경내에는 신흥사의 내력을 기록한「金敎順女史舍利及新興寺創建碑」(1970년)와 부도가 있다. 이 비문에 의하면 김교순은 1881년(고종 18) 경북 예천 출생으로, 21세 되던 해인 1901년 보은 속리산에서 용허선사로부터 보살계를 받고 불명(佛名)을 안락행(安樂行)이라 하였다. 그 뒤 신흥사를 창건하여 사천왕문을 비롯하여 칠성각과 약사전, 대웅전 등의 불사를 이루었다. 
또한 김씨는 법당 건립 후 1926년 1월에 이른바‘국화문사건’에 연루되어 대구재판소에 수감 중이던 20일간 단식 염불을 해 일본인 경사들을 놀라게 하였다. 이듬해 석방된 뒤 중생구제와 염불 및 참선으로 일관하였다고 한다.","A","","","신흥사",
"289","전통사찰","03_07_11_P","6470000","5110000-007","1988-07-21","","01","영업/정상","BBBB","","","","","","0545413551","","","경상북도 상주시 함창읍 증촌리 258-3","경상북도 상주시 함창읍 증촌2길 10-13","","용화사","2019-10-08 13:13:08","U","2019-10-10 02:40:00","","304804.08258258","341408.894603213","","500","676","","A","","","용화사",
"290","전통사찰","03_07_11_P","6470000","5110000-008","1988-07-21","","01","영업/정상","BBBB","","","","","","0545414450","","","경상북도 상주시 은척면 황령리 35","경상북도 상주시 은척면 성주로 225","","황령사","2017-07-04 00:00:00","I","2018-08-31 23:59:59","","291122.562418969","337985.754289768","","100","632","","A","","","황령사",
"291","전통사찰","03_07_11_P","6470000","5110000-009","1988-07-21","","01","영업/정상","BBBB","","","","","","0545335103","","","경상북도 상주시 내서면 북장리 38-1","경상북도 상주시 내서면 북장1길 317","","북장사","2017-07-04 00:00:00","I","2018-08-31 23:59:59","","296839.103309144","326869.799638954","","400","1810","","A","","","북장사",
"292","전통사찰","03_07_11_P","6470000","5110000-010","2003-02-04","","01","영업/정상","BBBB","","","","","","","","","경상북도 상주시 연원동 195","경상북도 상주시 연원7길 127 (연원동)","","연수암","2022-06-16 09:20:07","U","2022-06-18 02:40:00","","300053.124675558","326875.667016629","0","0","","","A","","","연수암",
"293","전통사찰","03_07_11_P","6470000","5110000-011","1988-07-21","","01","영업/정상","BBBB","","","","","","","","","경상북도 상주시 화서면 하송리 310-2","경상북도 상주시 화서면 하송3길 213","","청계사","2017-07-10 00:00:00","I","2018-08-31 23:59:59","","285833.968032983","332443.580461466","","","","","A","","","청계사",
"294","전통사찰","03_07_11_P","6470000","5110000-012","1988-07-21","","01","영업/정상","BBBB","","","","","","","","","경상북도 상주시 중동면 오상리 산 200","경상북도 상주시 중동면 갱다불길 39-43","","청룡사","2017-07-10 00:00:00","I","2018-08-31 23:59:59","","313710.227735791","327491.435519642","","","","","A","","","청룡사",
"295","전통사찰","03_07_11_P","6470000","5120000-001","1988-12-07","","01","영업/정상","BBBB","","","","","","0545347545","","","경상북도 문경시 농암면 내서리 산 8","경상북도 문경시 농암면 청화로 380-101","","심원사","2013-12-31 16:40:58","I","2018-08-31 23:59:59","","284222.834650458","340194.748549331","","","660","","A","","","심원사",
"296","전통사찰","03_07_11_P","6470000","5120000-002","1988-07-21","","01","영업/정상","BBBB","","","","","","0545719088","","","경상북도 문경시 가은읍 원북리 485","경상북도 문경시 가은읍 원북길 313","","봉암사","2021-05-06 10:33:35","U","2021-05-08 02:40:00","","289782.29483896","355906.593687929","","","879","","A","","","봉암사",
"297","전통사찰","03_07_11_P","6470000","5120000-003","1988-07-21","","01","영업/정상","BBBB","","","","","","0545339010","","","경상북도 문경시 농암면 내서리 산 1","경상북도 문경시 농암면 우복동길 220-136","","원적사","2014-10-27 09:12:21","I","2018-08-31 23:59:59","","282838.304084782","344710.740761419","","","660","660년(태종무열왕 7) 원효대사 창건, 해동초조원효대사진영(海東初祖元曉祖師眞影)이 있다. 원효대사가 심원사 밑 개울인 용소(龍沼; 쌍용계곡)에서 요령을 얻어서 원적사에 갖다 놓았다는 전설이 있는데, 그 요령은 현재 직지사 박물관에 보관중이며, 또는 그 요령은 고려시대 작품이라는 것이 거의 정설이다. 풍수지리설에 따르면 비학승천혈(飛鶴昇天穴)이라는 명당에 있어 옛날부터 깨달음을 빨리 얻을 수 있는 수도처로 이름났다. 석교 스님이 1885년(조선 고종 22) 중수하였고, 1903년 서암(西庵)이 큰방과 요사, 조실방 등을 세워 크게 중창하였다. 현재 건물은 1987년 낙성식을 했다","A","","","원적사",
"298","전통사찰","03_07_11_P","6470000","5120000-004","1988-07-21","","01","영업/정상","BBBB","","","","","","0545534795","","","경상북도 문경시 불정동 342","경상북도 문경시 불정길 149-123 (불정동)","","운암사","2019-06-26 10:56:52","U","2019-06-28 02:40:00","","301858.165740899","346675.686742247","","2000","","","A","","","운암사",
"299","전통사찰","03_07_11_P","6470000","5120000-005","1988-07-21","","01","영업/정상","BBBB","","","","","","0545527105","","","경상북도 문경시 산북면 전두리 8","경상북도 문경시 산북면 대승사길 283","","대승사","2021-04-15 17:57:49","U","2021-04-17 02:40:00","","313521.724577024","361704.35974431","","1200","587","대승사는 김룡사를 창건한 운달조사가 그보다 한해 앞선 진평왕 9년 587년에 개산했다 한다. 기록으로는『삼국유사』「사불산 금불산 만불산조」에 관련되어 자세한 이야기가 전한다. 
죽령의 서쪽100리쯤에 우뚝 솟은 산이 있다. 진평왕 9년 갑신년에 홀연히 큰 돌 하나가 삼면이 모두 한 길이나 되고 사방에 여래상이 이는데, 붉은 비단으로 싸여 하늘에서 이 산의 정상에 떨어졌다. 왕이 이 말을 듣고 수레를 타고가 우러러 예배하고 마침내 절을 창건하고 대승사라 하였다. 『연화경(법화경)』을 강론하는 스님을 청하여 절에 머무르게 하면서 석불을 청소하고 공양과 향불이 끊어지지 않게 하였다. 산 이름을 역덕산 또는 사불산이라 한다. 스님이 죽은 뒤 장사지냈더니 무덤 위에서 연꽃이 피어났다. 
임진왜란으로 절은 대부분 소실, 1604년부터 중창이 시작되어 근 백년간 중건과 보수가 이어짐
대승사는 한때 상적암, 반야암 등 아홉 암자를 거느리기도 했으나 지금은 고려말 나옹 혜륵선사(1320-1376)가 출가하여 득도한 곳으로 알려진 묘적암, 윤필암, 보현암, 총지암만을 거느리고 있다.","A","","","대승사",
"300","전통사찰","03_07_11_P","6470000","5120000-006","1988-07-21","","01","영업/정상","BBBB","","","","","","0545527006","","","경상북도 문경시 산북면 김용리 410","경상북도 문경시 산북면 김용길 372","","김룡사","2017-07-04 00:00:00","I","2018-08-31 23:59:59","","309247.377103183","360532.172952669","","2000","588","","A","","","김룡사",
"301","전통사찰","03_07_11_P","6470000","5120000-007","1988-07-21","","01","영업/정상","BBBB","","","","","","0545710341","","","경상북도 문경시 문경읍 상초리 13","경상북도 문경시 문경읍 새재로 1052-220","","혜국사","2020-07-03 09:36:38","U","2020-07-05 02:40:00","","296943.178618012","364490.452512024","","","847","","A","","","혜국사",
"302","전통사찰","03_07_11_P","6470000","5120000-008","1988-07-21","","01","영업/정상","BBBB","","","","","","0545339010","","","경상북도 문경시 농암면 내서리 산 1","경상북도 문경시 농암면 우복동길 220-136","","원적사","2020-07-21 10:15:59","U","2020-07-23 02:40:00","","282838.304084782","344710.740761419","","660","","","A","","","원적사",
"303","전통사찰","03_07_11_P","6470000","5130000-001","1998-07-21","","01","영업/정상","BBBB","","","","","","0538512315","","","경상북도 경산시 하양읍 도리리 91 - 2","경상북도 경산시 하양읍 도리3길 12","","하양포교당","2020-06-25 16:52:53","U","2020-06-27 02:40:00","","363983.54714361","270208.578212194","","","1929","","A","","","하양포교당",
"304","전통사찰","03_07_11_P","6470000","5130000-002","1988-10-12","","01","영업/정상","BBBB","","","","","","0548514030","","","경상북도 경산시 상방동 71","경상북도 경산시 남매로 86 (상방동)","","안흥사","2019-11-11 22:52:33","U","2019-11-13 02:40:00","","357510.999040635","258986.453292885","","","신라시대","","A","","","안흥사",
"305","전통사찰","03_07_11_P","6470000","5130000-003","2009-12-18","","01","영업/정상","BBBB","","","","","","0538150341","","","경상북도 경산시 삼북동 222","경상북도 경산시 장산로24길 7 (삼북동)","","혜광사","2014-01-22 18:20:44","I","2018-08-31 23:59:59","","356979.205757135","258894.035224687","","","1931","","A","","","혜광사",
